Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
"imdb/images/M/MV5BYzQyYjZmMjctMzIyZi00MDI0LWJhNGQtMzQ3MTFlNDgwNGM5XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg-55",50,111,46,115,144,2637,18,2637,2.000%,.41570,4.94,0.25
"imdb/images/M/MV5BNTI3MDkzNjctOTY2Ni00ZTJiLWI5N2ItNDI2MzI4MWJlMTMyXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg-54",50,215,49,153,239,7167,15,7167,10.000%,.41550,5.31,0.25
"imdb/images/M/MV5BZDA5NjZkM2MtYTFlMC00MGRhLWIwMGMtNTgyYzllYzUyNDY1XkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg-56",50,68,48,133,141,273,18,273,2.000%,.41518,9.58,0.25
"imdb/images/M/MV5BN2MzMjMyNmQtYzkwMC00NTM2LThmN2ItMTczMGVmNGY5ODZlXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg-57",50,66,47,143,160,230,18,230,2.000%,.41483,9.66,0.25
"imdb/images/M/MV5BNzk2MjI4NGItNGYzMC00NjQ2LWI5NTktNTZjMGU0MTkxYzNmXkEyXkFqcGdeQWpnYW1i._V1_QL40_QL75_UX1000_CR0,0,1000,563_.jpg-58",50,110,56,211,337,1048,24,1048,14.000%,.41450,17.93,0.26
"imdb/images/M/MV5BY2EzMTNjN2MtYzEyYy00Y2M1LTgyZGYtNzY4ZGViMmI3NGE5XkEyXkFqcGc@._V1_QL75_UX760_CR0,0,760,428_.jpg-59",50,105,62,147,183,1342,26,1342,8.000%,.41429,20.41,0.25
"imdb/images/M/MV5BOWJhYWVmZjItZDMwNC00YWYxLTgwZWItYjQ5MDQ5NWVkYWNiXkEyXkFqcGc@._V1_QL75_UX760_CR0,0,760,428_.jpg-60",50,93,69,177,262,430,21,430,10.000%,.41368,19.63,0.25
"imdb/images/M/MV5BNTczMmE4MmEtNzZlOC00MmQwLWFiZTEtNDI5NWJjMmZjY2NjXkEyXkFqcGc@._V1_QL75_UX760_CR0,0,760,428_.jpg-61",50,81,64,143,152,298,24,298,4.000%,.41319,17.72,0.25
"imdb/images/M/MV5BMmZjODMxMjMtMThmMC00M2QxLWFhMDMtZGVjYjMyZjIyMTI4XkEyXkFqcGc@._V1_QL75_UY428_CR0,0,760,428_.jpg-62",50,153,96,200,324,1764,34,1764,16.000%,.41261,32.73,0.25
imdb/-63,50,71,48,152,208,293,15,293,8.000%,.41267,0.25,0.24
"imdb/images/M/MV5BZmU1ZTY2MjUtMDQ3MC00MWI1LWE0Y2YtOWM0NmFhMzJlZjFiXkEyXkFqcGc@._CR59,6,1067,600_QL75_UY563_CR0,0,1000,563_.jpg-64",50,72,60,118,185,263,27,263,8.000%,.41255,16.18,0.26
"imdb/images/M/MV5BY2MxNGI1NmMtOGY0NC00NzAzLTk5NDMtNzEzYTU3Yzc3MGMyXkEyXkFqcGc@._CR1460,157,3717,2091_QL75_UX1000_CR0,0,1000,563_.jpg-67",50,86,52,137,197,674,20,674,8.000%,.41248,12.82,0.26
"imdb/images/M/MV5BMGNlNDkyYzItNTg5Yy00NGFiLWJhYTctODE5NjNkYjk4ZDUwXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg-69",50,74,56,138,142,680,18,680,4.000%,.41238,9.00,0.25
"imdb/images/M/MV5BNDFjMTE1MmEtMmJjZS00ODUxLTg3ZTAtY2IxY2I4N2VjNDg1XkEyXkFqcGdeQWpnYW1i._V1_QL40_QL75_UX1000_CR0,0,1000,563_.jpg-66",50,83,66,142,153,329,24,329,6.000%,.41214,17.98,0.26
"imdb/images/M/MV5BODY2OGNjOWItM2IyNi00OGRmLTlkMmEtYjQyZmZjZjllMjQyXkEyXkFqcGc@._CR501,78,2777,1562_QL75_UY563_CR0,0,1000,563_.jpg-68",50,83,63,144,170,362,25,362,6.000%,.41203,20.95,0.26
"imdb/images/M/MV5BYmNkZGEyOTgtYzJjMi00OGYzLTg4MDgtOWE2ODUzM2JjOTM0XkEyXkFqcGdeQWNncmlzY29t._V1_QL40_QL75_UX1000_CR0,0,1000,563_.jpg-65",50,126,83,219,297,1135,29,1135,16.000%,.41181,27.68,0.26
imdb/?operationName=ReactionsForEntities&variables=%7B%22aggregateEntityIds%22%3A%5B%22vi3829189401%22%2C%22vi3980249881%22%2C%22vi607374105%22%2C%22vi104712985%22%2C%22vi708299545%22%2C%22vi1866058521%22%2C%22vi238996249%22%2C%22vi4046965529%22%2C%22vi1194838809%22%2C%22vi1178061593%22%5D%2C%22userEntityIds%22%3A%5B%5D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2260c3e6ca9f78c1562108efac862e83d46807e873ed461a3692959fa4c9a780e8%22%2C%22version%22%3A1%7D%7D-72,50,64,34,126,295,365,11,365,8.000%,.41182,0.27,0.46
imdb/?operationName=WinnersWidget&variables=%7B%22enableOverride%22%3Afalse%2C%22locale%22%3A%22en-US%22%2C%22numWinners%22%3A3%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2259ef847e86b1ffced67becd90fedcc8b5205c2b97bc5d581d712d8b9fe72c820%22%2C%22version%22%3A1%7D%7D-71,50,168,115,260,283,1575,39,1575,28.000%,.41166,0.27,0.38
imdb/-70,50,924,918,998,1045,1832,397,1832,100.000%,.40908,0.50,0.63
imdb/?operationName=BatchPage_HomeMain&variables=%7B%22fanPicksFirst%22%3A30%2C%22locale%22%3A%22en-US%22%2C%22placement%22%3A%22home%22%2C%22topPicksFirst%22%3A30%2C%22topTenFirst%22%3A10%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2248f6f8dd63aaaadea54520eda80d3f7e3228c0b252eb1d4bcbdd6c5e1c2c2845%22%2C%22version%22%3A1%7D%7D-78,50,107,37,102,119,2916,11,2916,4.000%,.41212,0.28,0.39
imdb/api/_ajax/metrics/errors/-73,50,375,333,420,459,1749,282,1749,100.000%,.41116,0.36,0.43
imdb/1/events/com.amazon.csm.customsg.prod-76,50,366,284,394,424,2427,248,2427,100.000%,.41115,0.24,0.40
imdb/1/batch/1/OE/-74,50,356,299,373,399,2411,272,2411,100.000%,.41109,0.12,0.26
imdb/1/events/com.amazon.csm.csa.prod-77,50,882,716,1041,1090,7263,508,7263,100.000%,.40689,0.24,25.40
imdb/api/_ajax/metrics/ops/-80,50,341,314,426,498,623,275,623,100.000%,.40877,0.36,0.46
imdb/-79,50,1011,1042,1234,1283,1965,476,1965,100.000%,.40810,4.44,0.47
imdb/list/ls4170623597/-75,50,403,309,420,524,2887,265,2887,100.000%,.41109,1.12,0.21
imdb/?operationName=PersonalizedUserData&variables=%7B%22fetchOtherUserRating%22%3Afalse%2C%22idArray%22%3A%5B%22tt12042730%22%2C%22tt33071426%22%2C%22tt30144839%22%2C%22tt31193180%22%2C%22tt39139925%22%2C%22tt1757678%22%2C%22tt32916440%22%2C%22tt31810018%22%2C%22tt26443597%22%2C%22tt0816692%22%2C%22tt26443616%22%2C%22tt32141377%22%2C%22tt27497448%22%2C%22tt0903747%22%2C%22tt26581740%22%2C%22tt14905854%22%2C%22tt16311594%22%2C%22tt1341338%22%2C%22tt6741278%22%2C%22tt0468569%22%2C%22tt1312221%22%2C%22tt31938062%22%2C%22tt12300742%22%2C%22tt0137523%22%2C%22tt1375666%22%2C%22tt31514146%22%2C%22tt15239678%22%2C%22tt14364480%22%2C%22tt0944947%22%2C%22tt29567915%22%5D%2C%22includeUserData%22%3Afalse%2C%22includeWatchedData%22%3Afalse%2C%22locale%22%3A%22en-US%22%2C%22location%22%3A%7B%22latLong%22%3A%7B%22lat%22%3A%2223.72%22%2C%22long%22%3A%2290.41%22%7D%7D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%227c4e0771d67f21fc27fd44fc46d49cc589225a9c5e63e51cc0b8d42f39ee99cc%22%2C%22version%22%3A1%7D%7D-81,50,80,32,146,146,1542,12,1542,2.000%,.41200,0.28,0.67
"imdb/images/M/MV5BZWI3YTgzZjctZTY3Zi00YTY2LWIwNGYtMTJkOGI1NGI2MzRjXkEyXkFqcGc@._V1_QL75_UY414_CR26,0,280,414_.jpg-83",50,121,55,132,152,2356,21,2356,6.000%,.41197,9.30,0.23
"imdb/images/M/MV5BNzRiMzZlMTMtNmU3OC00MDUwLThmNDUtMTBjZmQ3MWQ4NTljXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg-86",50,247,60,153,331,7882,23,7882,8.000%,.41194,10.92,0.23
"imdb/images/M/MV5BMDg5MjRkNWEtYmU1Mi00MTExLTk5MDQtY2RiMWVkZWNiOThjXkEyXkFqcGc@._V1_QL75_UX280_CR0,14,280,414_.jpg-87",50,85,59,144,159,461,20,461,4.000%,.41205,13.88,0.23
"imdb/images/M/MV5BOTJiYzkwZDEtMDJkYy00ZmJiLTg3M2QtYjU3MmU4MzBiZDc2XkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg-84",50,95,56,149,191,923,21,923,8.000%,.41204,9.64,0.23
"imdb/images/M/MV5BYjExN2YwZmYtODlkNy00MTMzLWIwOTMtNDZlYWEzNjMxODBmXkEyXkFqcGc@._V1_QL75_UY414_CR1,0,280,414_.jpg-85",50,87,56,171,202,456,24,456,10.000%,.41201,13.05,0.23
"imdb/images/M/MV5BZDc5YjgxNWUtYTE2Ni00NTI3LTkzZDctYzNjN2QxMzNiZmM2XkEyXkFqcGc@._V1_QL75_UX280_CR0,2,280,414_.jpg-88",50,61,51,107,113,151,25,151,0.000%,.41200,10.22,0.23
"imdb/images/M/MV5BNWJiOTliNGEtZTcxNi00M2YzLWI2MDUtNTM5NmMyMjYyMjE3XkEyXkFqcGc@._V1_QL75_UX280_CR0,9,280,414_.jpg-89",50,86,60,120,154,876,22,876,4.000%,.41198,12.88,0.23
imdb/-82,50,648,796,892,953,1651,295,1651,100.000%,.41105,0.50,0.75
imdb/?operationName=PersonalizedUserData&variables=%7B%22fetchOtherUserRating%22%3Afalse%2C%22idArray%22%3A%5B%22tt36594331%22%2C%22tt1190634%22%2C%22tt10970762%22%2C%22tt31909098%22%2C%22tt35466672%22%5D%2C%22includeUserData%22%3Afalse%2C%22includeWatchedData%22%3Afalse%2C%22locale%22%3A%22en-US%22%2C%22location%22%3A%7B%22latLong%22%3A%7B%22lat%22%3A%2223.72%22%2C%22long%22%3A%2290.41%22%7D%7D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%227c4e0771d67f21fc27fd44fc46d49cc589225a9c5e63e51cc0b8d42f39ee99cc%22%2C%22version%22%3A1%7D%7D-94,50,189,39,122,227,3538,12,3538,8.000%,.41204,0.28,0.48
imdb/1/events/com.amazon.csm.csa.prod-93,50,356,277,419,441,1783,243,1783,100.000%,.41123,0.24,0.73
imdb/-90,50,840,903,970,1052,2957,393,2957,100.000%,.40916,0.50,0.62
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VS3MT0Y90Y3504QE246P$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3DVS3MT0Y90Y3504QE246P%26sw%3D1536%26sh%3D864%26vw%3D1536%26vh%3D732%26m%3D1%26sc%3DVS3MT0Y90Y3504QE246P%26ue%3D4%26bb%3D203%26af%3D229%26be%3D249%26fcp%3D341%26fn%3D854%26pc%3D865%26tc%3D-2456%26na_%3D-2456%26ul_%3D-1775666647729%26_ul%3D-1775666647729%26rd_%3D-1775666647729%26_rd%3D-1775666647729%26fe_%3D-2456%26lk_%3D-2442%26_lk%3D-2441%26co_%3D-2440%26_co%3D-2439%26sc_%3D-2438%26rq_%3D-2438%26rs_%3D-2437%26_rs%3D-2437%26dl_%3D-51%26di_%3D284%26de_%3D860%26_de%3D862%26_dc%3D863%26ld_%3D863%26_ld%3D-1775666647729%26ntd%3D-2%26ty%3D0%26rc%3D0%26hob%3D0%26hoe%3D4%26ld%3D865%26t%3D1775666648594%26ctb%3D1%26rt%3D_af%3A39-35-4-0-2-4-0_ld%3A44-35-4-5-2-9-0%26csmtags%3Dfls-na-amazon-com%7Cadblk_no%26viz%3Dvisible%3A4%26pty%3Dlist%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:866-91,50,377,285,391,438,2104,265,2104,100.000%,.40952,0.09,0.56
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VS3MT0Y90Y3504QE246P$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3DVS3MT0Y90Y3504QE246P%26sc0%3DLoadAds%26bb0%3D4%26be0%3D191%26pc0%3D191%26ld0%3D191%26t0%3D1775666647920%26sc1%3DLoadStyledComponents%26bb1%3D191%26be1%3D198%26pc1%3D198%26ld1%3D198%26t1%3D1775666647927%26sc2%3DLoadFonts%26bb2%3D199%26be2%3D305%26pc2%3D305%26ld2%3D305%26t2%3D1775666648034%26sc3%3DLoadIcons%26bb3%3D202%26be3%3D202%26pc3%3D202%26ld3%3D202%26t3%3D1775666647931%26sc4%3DimdbHeader%26bb4%3D216%26be4%3D228%26pc4%3D228%26ld4%3D228%26t4%3D1775666647957%26sc5%3DLoadFooterJS%26bb5%3D239%26be5%3D240%26pc5%3D240%26ld5%3D240%26t5%3D1775666647969%26sc6%3DcsmCELLSframework%26bb6%3D250%26pc6%3D250%26ld6%3D250%26t6%3D1775666647979%26sc7%3DcsmCELLSpdm%26bb7%3D250%26pc7%3D278%26ld7%3D278%26t7%3D1775666648007%26sc8%3DcsmCELLSvpm%26bb8%3D278%26pc8%3D278%26ld8%3D278%26t8%3D1775666648007%26sc9%3DcsmCELLSfem%26bb9%3D278%26pc9%3D278%26ld9%3D278%26t9%3D1775666648007%26sc10%3DadSlotMount%26bb10%3D825%26pc10%3D825%26ld10%3D825%26t10%3D1775666648554%26sc11%3DMountReactJS%26pc11%3D854%26ld11%3D854%26t11%3D1775666648583%26ctb%3D1:866-92,50,401,307,394,490,2489,263,2489,100.000%,.40955,0.09,0.65
imdb/?operationName=NavBarFlyoutCTA&variables=%7B%22isLoggedIn%22%3Afalse%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%222a375844cd5537a920b43e49cdc95896542dc46aa8429e66b407bbe8a749b9c0%22%2C%22version%22%3A1%7D%7D-96,50,134,35,155,251,1872,13,1872,10.000%,.41043,0.28,0.35
imdb/_next/static/chunks/4336.fa72779b0619cff8.js-103,50,112,43,150,271,971,16,971,8.000%,.41053,0.34,0.18
imdb/?operationName=YourExports&variables=%7B%22first%22%3A2%2C%22locale%22%3A%22en-US%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%225470e249d72b3078b1ec2c2adc0a4a74ecd822e3333d22182fc71fb78588dcb6%22%2C%22version%22%3A1%7D%7D-102,50,79,29,239,291,466,11,466,12.000%,.41053,0.28,0.35
imdb/?operationName=RVI_Items&variables=%7B%22count%22%3A15%2C%22locale%22%3A%22en-US%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2232eda43bfa1053f69036b945638fc4a0ae6cc4a2429de224b3185f8b0e37717b%22%2C%22version%22%3A1%7D%7D-101,50,54,32,123,143,210,13,210,2.000%,.41053,0.28,0.35
imdb/_next/static/chunks/4149.60f2da6904611b6d.js-100,50,101,72,153,161,688,24,688,6.000%,.41046,10.27,0.18
imdb/images/I/215h87l68bL.js-99,50,364,116,308,333,9973,48,9973,28.000%,.41033,1.71,0.17
imdb/s/iu3-104,50,1721,853,1944,3136,16568,713,16568,100.000%,.40844,0.64,0.64
imdb/-98,50,683,796,916,967,1959,292,1959,100.000%,.40854,0.59,0.56
imdb/-105,50,675,797,862,917,1146,279,1146,100.000%,.40686,0.53,0.42
imdb/-106,50,570,364,874,902,1617,314,1617,100.000%,.40831,0.62,0.43
imdb/-107,50,641,407,905,943,3434,327,3434,100.000%,.40824,0.43,0.43
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VS3MT0Y90Y3504QE246P$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DVS3MT0Y90Y3504QE246P%26ctb%3D1%26m%3D1%26sc%3DVS3MT0Y90Y3504QE246P%26pc%3D1058%26at%3D1058%26t%3D1775666648787%26pty%3Dlist%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26ui%3D3%26lob%3D6:1059-95,50,367,303,418,445,2369,261,2369,100.000%,.41022,0.09,0.32
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VS3MT0Y90Y3504QE246P$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DVS3MT0Y90Y3504QE246P%26ctb%3D1%26m%3D1%26sc%3DVS3MT0Y90Y3504QE246P%26pc%3D1672%26at%3D1673%26t%3D1775666649402%26csmtags%3Dcsm-feature-touch-enabled%3Afalse%26pty%3Dlist%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:1673-97,50,370,291,437,451,2497,262,2497,100.000%,.41039,0.09,0.34
imdb/1/events/com.amazon.csm.customsg.prod-109,50,358,291,411,481,2346,245,2346,100.000%,.41059,0.24,0.40
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-114,50,996,880,1052,1210,5829,730,5829,100.000%,.40905,0.24,0.47
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-113,50,298,283,347,414,441,243,441,100.000%,.41090,0.24,0.47
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-112,50,323,281,416,451,1137,250,1137,100.000%,.41108,0.24,0.47
imdb/1/batch/1/OE/-108,50,333,297,375,468,1193,262,1193,100.000%,.41123,0.12,0.26
imdb/1/events/com.amazon.csm.csa.prod-110,50,535,315,791,1913,3593,261,3593,100.000%,.40963,0.24,17.58
imdb/title/tt10970762/-111,50,403,316,426,558,2567,277,2567,100.000%,.40960,1.12,0.22
"imdb/images/M/MV5BZWZjZDk3YWMtY2UxNy00YTk0LTllMDgtM2I1OWRmMGYyOTBmXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_QL75_UX1000_CR0,0,1000,563_.jpg-116",50,143,66,174,264,2279,27,2279,8.000%,.41041,8.54,0.24
imdb/images/M/MV5BNmIzOTczNGYtZTM1ZS00MDU4LTg0ODgtMTU1YTljMDFlZjFkXkEyXkFqcGc@._V1_QL75_UX660_.jpg-117,50,174,56,240,268,4096,16,4096,12.000%,.41044,4.86,0.23
imdb/images/M/MV5BZmMxMTQ3NzMtY2E2ZS00ZTA5LTk3YzAtOTU1NTkyNDFmMzVhXkEyXkFqcGc@._V1_QL75_UX660_.jpg-120,50,113,56,193,235,1965,19,1965,12.000%,.41062,6.73,0.23
imdb/images/M/MV5BMTVkNTAxNmYtNjc2MC00MDY3LThlN2QtM2NmZTE1OWNjYjRiXkEyXkFqcGc@._V1_QL75_UX660_.jpg-118,50,91,55,133,169,1022,22,1022,6.000%,.41059,8.21,0.23
imdb/images/M/MV5BZjdlYTJiMTctYTA2Zi00NGE1LWFmZGItM2M3MGM4ZTY4ZmNlXkEyXkFqcGc@._V1_QL75_UX660_.jpg-119,50,160,79,180,408,2608,28,2608,10.000%,.41030,18.12,0.23
"imdb/images/M/MV5BMjZhODhiYmEtNTg0ZS00Mjc0LTk0NTYtMGEwMGFlNjFkZGM0XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg-121",50,401,83,192,639,13697,24,13697,12.000%,.41031,16.54,0.23
