Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
imdb/_next/static/chunks/pages/_app-ac771679f46a3d24.js-33,200,828,650,1459,1888,2713,149,4096,50.000%,.66871,484.69,0.32
imdb/_next/static/chunks/380-123b96685047e6cc.js-45,200,59,41,89,120,441,13,878,3.500%,.66918,2.83,0.32
imdb/_next/static/chunks/6580-cc9e561398a44ec5.js-46,200,71,43,135,272,422,15,657,4.500%,.66915,5.22,0.32
imdb/_next/static/chunks/3065-df8b4f0ec71ac8fa.js-44,200,299,234,591,684,922,56,1672,41.000%,.66792,146.05,0.32
imdb/_next/static/chunks/9031-de0d2babbcc9fa50.js-47,200,71,42,137,240,411,13,916,7.500%,.66831,4.13,0.32
imdb/_next/static/chunks/370-b45f3274a909d31e.js-48,200,67,42,115,190,415,13,938,7.000%,.66825,4.27,0.32
imdb/_next/static/chunks/337-ab7959cd4cca7d8b.js-49,200,74,48,121,190,542,19,742,6.000%,.66820,6.73,0.32
imdb/_next/static/YcjKu_5oroEfVGzpegs7N/_buildManifest.js-51,200,82,52,148,213,550,15,1061,9.500%,.66821,7.55,0.32
imdb/_next/static/chunks/pages/index-fc186f7be9c3bfaf.js-50,200,126,71,236,412,822,18,2172,15.500%,.66803,19.03,0.32
imdb/_next/static/YcjKu_5oroEfVGzpegs7N/_ssgManifest.js-52,200,51,35,97,143,302,12,343,3.500%,.66786,0.54,0.32
"imdb/images/M/MV5BN2ZjZWI0YTctOGJmNC00MWJlLTk4MTAtM2RlZjgxYmY4ZmE5XkEyXkFqcGc@._V1_QL75_UX280_CR0,12,280,414_.jpg-53",200,97,62,165,327,534,18,1185,10.000%,.66775,11.83,0.41
"imdb/images/M/MV5BYzQyYjZmMjctMzIyZi00MDI0LWJhNGQtMzQ3MTFlNDgwNGM5XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg-55",200,96,62,166,363,620,17,1456,9.000%,.66765,7.91,0.41
"imdb/images/M/MV5BNTI3MDkzNjctOTY2Ni00ZTJiLWI5N2ItNDI2MzI4MWJlMTMyXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg-54",200,86,62,139,218,471,17,1388,7.000%,.66760,8.51,0.41
"imdb/images/M/MV5BZDA5NjZkM2MtYTFlMC00MGRhLWIwMGMtNTgyYzllYzUyNDY1XkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg-56",200,134,72,183,262,879,19,4278,10.500%,.66752,15.38,0.41
"imdb/images/M/MV5BN2MzMjMyNmQtYzkwMC00NTM2LThmN2ItMTczMGVmNGY5ODZlXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg-57",200,98,68,190,225,525,16,689,12.000%,.66749,15.52,0.41
"imdb/images/M/MV5BNzk2MjI4NGItNGYzMC00NjQ2LWI5NTktNTZjMGU0MTkxYzNmXkEyXkFqcGdeQWpnYW1i._V1_QL40_QL75_UX1000_CR0,0,1000,563_.jpg-58",200,144,84,283,374,1031,23,3526,16.500%,.66743,28.84,0.42
"imdb/images/M/MV5BY2EzMTNjN2MtYzEyYy00Y2M1LTgyZGYtNzY4ZGViMmI3NGE5XkEyXkFqcGc@._V1_QL75_UX760_CR0,0,760,428_.jpg-59",200,130,86,254,417,607,23,986,22.000%,.66737,32.85,0.41
"imdb/images/M/MV5BOWJhYWVmZjItZDMwNC00YWYxLTgwZWItYjQ5MDQ5NWVkYWNiXkEyXkFqcGc@._V1_QL75_UX760_CR0,0,760,428_.jpg-60",200,157,90,314,462,912,23,2203,22.500%,.66732,31.64,0.41
"imdb/images/M/MV5BNTczMmE4MmEtNzZlOC00MmQwLWFiZTEtNDI5NWJjMmZjY2NjXkEyXkFqcGc@._V1_QL75_UX760_CR0,0,760,428_.jpg-61",200,132,79,294,499,721,26,842,20.500%,.66723,28.60,0.41
"imdb/images/M/MV5BMmZjODMxMjMtMThmMC00M2QxLWFhMDMtZGVjYjMyZjIyMTI4XkEyXkFqcGc@._V1_QL75_UY428_CR0,0,760,428_.jpg-62",200,192,122,404,692,1071,27,1212,32.000%,.66714,52.90,0.41
imdb/-63,200,62,44,92,115,304,15,1126,3.000%,.66731,0.40,0.38
"imdb/images/M/MV5BZmU1ZTY2MjUtMDQ3MC00MWI1LWE0Y2YtOWM0NmFhMzJlZjFiXkEyXkFqcGc@._CR59,6,1067,600_QL75_UY563_CR0,0,1000,563_.jpg-64",200,161,80,275,452,1317,22,3421,19.500%,.66729,26.15,0.42
"imdb/images/M/MV5BY2MxNGI1NmMtOGY0NC00NzAzLTk5NDMtNzEzYTU3Yzc3MGMyXkEyXkFqcGc@._CR1460,157,3717,2091_QL75_UX1000_CR0,0,1000,563_.jpg-67",200,130,76,333,474,847,19,1218,15.500%,.66732,20.71,0.42
"imdb/images/M/MV5BMGNlNDkyYzItNTg5Yy00NGFiLWJhYTctODE5NjNkYjk4ZDUwXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg-69",200,111,74,173,284,838,16,2084,12.500%,.66722,14.54,0.41
"imdb/images/M/MV5BNDFjMTE1MmEtMmJjZS00ODUxLTg3ZTAtY2IxY2I4N2VjNDg1XkEyXkFqcGdeQWpnYW1i._V1_QL40_QL75_UX1000_CR0,0,1000,563_.jpg-66",200,145,89,251,464,972,23,1651,22.000%,.66725,29.08,0.42
"imdb/images/M/MV5BODY2OGNjOWItM2IyNi00OGRmLTlkMmEtYjQyZmZjZjllMjQyXkEyXkFqcGc@._CR501,78,2777,1562_QL75_UY563_CR0,0,1000,563_.jpg-68",200,157,92,328,525,869,23,1208,24.500%,.66734,33.91,0.42
"imdb/images/M/MV5BYmNkZGEyOTgtYzJjMi00OGYzLTg4MDgtOWE2ODUzM2JjOTM0XkEyXkFqcGdeQWNncmlzY29t._V1_QL40_QL75_UX1000_CR0,0,1000,563_.jpg-65",200,167,103,336,513,850,28,1911,30.500%,.66744,44.83,0.42
imdb/?operationName=ReactionsForEntities&variables=%7B%22aggregateEntityIds%22%3A%5B%22vi3829189401%22%2C%22vi3980249881%22%2C%22vi607374105%22%2C%22vi104712985%22%2C%22vi708299545%22%2C%22vi1866058521%22%2C%22vi238996249%22%2C%22vi4046965529%22%2C%22vi1194838809%22%2C%22vi1178061593%22%5D%2C%22userEntityIds%22%3A%5B%5D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2260c3e6ca9f78c1562108efac862e83d46807e873ed461a3692959fa4c9a780e8%22%2C%22version%22%3A1%7D%7D-72,200,44,37,82,97,152,12,276,1.000%,.66747,0.44,0.74
imdb/?operationName=WinnersWidget&variables=%7B%22enableOverride%22%3Afalse%2C%22locale%22%3A%22en-US%22%2C%22numWinners%22%3A3%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2259ef847e86b1ffced67becd90fedcc8b5205c2b97bc5d581d712d8b9fe72c820%22%2C%22version%22%3A1%7D%7D-71,200,190,136,316,526,1095,47,1187,28.500%,.66732,0.44,0.62
imdb/-70,200,893,906,971,999,1231,275,1632,50.000%,.66608,0.75,1.03
imdb/?operationName=BatchPage_HomeMain&variables=%7B%22fanPicksFirst%22%3A30%2C%22locale%22%3A%22en-US%22%2C%22placement%22%3A%22home%22%2C%22topPicksFirst%22%3A30%2C%22topTenFirst%22%3A10%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2248f6f8dd63aaaadea54520eda80d3f7e3228c0b252eb1d4bcbdd6c5e1c2c2845%22%2C%22version%22%3A1%7D%7D-78,200,60,36,94,290,365,12,443,6.000%,.66804,0.46,0.64
imdb/api/_ajax/metrics/errors/-73,200,359,319,488,609,814,274,897,50.000%,.66638,0.58,0.70
imdb/1/events/com.amazon.csm.customsg.prod-76,200,347,296,390,870,1194,248,1258,50.000%,.66640,0.39,0.65
imdb/1/batch/1/OE/-74,200,354,304,372,1033,1195,268,1233,50.000%,.66639,0.20,0.43
imdb/1/events/com.amazon.csm.csa.prod-77,200,839,787,1171,1477,2502,510,3170,50.000%,.66576,0.38,41.56
imdb/api/_ajax/metrics/ops/-80,200,369,316,495,636,961,273,2518,50.000%,.66690,0.58,0.75
imdb/-79,200,881,997,1099,1139,1277,274,1607,50.000%,.66582,6.15,0.77
imdb/list/ls4170623597/-75,200,360,309,473,736,1076,266,2217,50.000%,.66745,1.81,0.35
imdb/?operationName=PersonalizedUserData&variables=%7B%22fetchOtherUserRating%22%3Afalse%2C%22idArray%22%3A%5B%22tt12042730%22%2C%22tt33071426%22%2C%22tt30144839%22%2C%22tt31193180%22%2C%22tt39139925%22%2C%22tt1757678%22%2C%22tt32916440%22%2C%22tt31810018%22%2C%22tt26443597%22%2C%22tt0816692%22%2C%22tt26443616%22%2C%22tt32141377%22%2C%22tt27497448%22%2C%22tt0903747%22%2C%22tt26581740%22%2C%22tt14905854%22%2C%22tt16311594%22%2C%22tt1341338%22%2C%22tt6741278%22%2C%22tt0468569%22%2C%22tt1312221%22%2C%22tt31938062%22%2C%22tt12300742%22%2C%22tt0137523%22%2C%22tt1375666%22%2C%22tt31514146%22%2C%22tt15239678%22%2C%22tt14364480%22%2C%22tt0944947%22%2C%22tt29567915%22%5D%2C%22includeUserData%22%3Afalse%2C%22includeWatchedData%22%3Afalse%2C%22locale%22%3A%22en-US%22%2C%22location%22%3A%7B%22latLong%22%3A%7B%22lat%22%3A%2223.72%22%2C%22long%22%3A%2290.41%22%7D%7D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%227c4e0771d67f21fc27fd44fc46d49cc589225a9c5e63e51cc0b8d42f39ee99cc%22%2C%22version%22%3A1%7D%7D-81,200,73,44,104,326,492,13,865,7.000%,.66805,0.46,1.08
"imdb/images/M/MV5BZWI3YTgzZjctZTY3Zi00YTY2LWIwNGYtMTJkOGI1NGI2MzRjXkEyXkFqcGc@._V1_QL75_UY414_CR26,0,280,414_.jpg-83",200,153,84,299,514,1158,20,2341,18.000%,.66804,15.05,0.38
"imdb/images/M/MV5BNzRiMzZlMTMtNmU3OC00MDUwLThmNDUtMTBjZmQ3MWQ4NTljXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg-86",200,119,72,223,280,900,24,1707,15.500%,.66807,17.69,0.38
"imdb/images/M/MV5BMDg5MjRkNWEtYmU1Mi00MTExLTk5MDQtY2RiMWVkZWNiOThjXkEyXkFqcGc@._V1_QL75_UX280_CR0,14,280,414_.jpg-87",200,119,85,222,293,632,22,1203,14.500%,.66809,22.48,0.38
"imdb/images/M/MV5BOTJiYzkwZDEtMDJkYy00ZmJiLTg3M2QtYjU3MmU4MzBiZDc2XkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg-84",200,120,76,234,405,913,22,1130,12.000%,.66811,15.61,0.38
"imdb/images/M/MV5BYjExN2YwZmYtODlkNy00MTMzLWIwOTMtNDZlYWEzNjMxODBmXkEyXkFqcGc@._V1_QL75_UY414_CR1,0,280,414_.jpg-85",200,126,78,251,404,819,23,898,18.000%,.66798,21.14,0.38
"imdb/images/M/MV5BZDc5YjgxNWUtYTE2Ni00NTI3LTkzZDctYzNjN2QxMzNiZmM2XkEyXkFqcGc@._V1_QL75_UX280_CR0,2,280,414_.jpg-88",200,124,70,188,320,658,20,4086,12.500%,.66795,16.55,0.38
"imdb/images/M/MV5BNWJiOTliNGEtZTcxNi00M2YzLWI2MDUtNTM5NmMyMjYyMjE3XkEyXkFqcGc@._V1_QL75_UX280_CR0,9,280,414_.jpg-89",200,119,78,234,422,734,20,1033,15.000%,.66796,20.86,0.38
imdb/-82,200,669,799,861,957,1132,263,1330,50.000%,.66646,0.74,1.21
imdb/?operationName=PersonalizedUserData&variables=%7B%22fetchOtherUserRating%22%3Afalse%2C%22idArray%22%3A%5B%22tt36594331%22%2C%22tt1190634%22%2C%22tt10970762%22%2C%22tt31909098%22%2C%22tt35466672%22%5D%2C%22includeUserData%22%3Afalse%2C%22includeWatchedData%22%3Afalse%2C%22locale%22%3A%22en-US%22%2C%22location%22%3A%7B%22latLong%22%3A%7B%22lat%22%3A%2223.72%22%2C%22long%22%3A%2290.41%22%7D%7D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%227c4e0771d67f21fc27fd44fc46d49cc589225a9c5e63e51cc0b8d42f39ee99cc%22%2C%22version%22%3A1%7D%7D-94,200,60,42,88,197,410,11,587,5.000%,.66713,0.46,0.77
imdb/1/events/com.amazon.csm.csa.prod-93,200,334,289,341,438,1079,246,2110,50.000%,.66661,0.39,1.18
imdb/-90,200,725,880,973,993,1073,270,1221,50.000%,.66657,0.73,1.00
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VS3MT0Y90Y3504QE246P$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3DVS3MT0Y90Y3504QE246P%26sw%3D1536%26sh%3D864%26vw%3D1536%26vh%3D732%26m%3D1%26sc%3DVS3MT0Y90Y3504QE246P%26ue%3D4%26bb%3D203%26af%3D229%26be%3D249%26fcp%3D341%26fn%3D854%26pc%3D865%26tc%3D-2456%26na_%3D-2456%26ul_%3D-1775666647729%26_ul%3D-1775666647729%26rd_%3D-1775666647729%26_rd%3D-1775666647729%26fe_%3D-2456%26lk_%3D-2442%26_lk%3D-2441%26co_%3D-2440%26_co%3D-2439%26sc_%3D-2438%26rq_%3D-2438%26rs_%3D-2437%26_rs%3D-2437%26dl_%3D-51%26di_%3D284%26de_%3D860%26_de%3D862%26_dc%3D863%26ld_%3D863%26_ld%3D-1775666647729%26ntd%3D-2%26ty%3D0%26rc%3D0%26hob%3D0%26hoe%3D4%26ld%3D865%26t%3D1775666648594%26ctb%3D1%26rt%3D_af%3A39-35-4-0-2-4-0_ld%3A44-35-4-5-2-9-0%26csmtags%3Dfls-na-amazon-com%7Cadblk_no%26viz%3Dvisible%3A4%26pty%3Dlist%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:866-91,200,372,305,394,1045,1348,263,1945,50.000%,.66683,0.15,0.92
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VS3MT0Y90Y3504QE246P$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3DVS3MT0Y90Y3504QE246P%26sc0%3DLoadAds%26bb0%3D4%26be0%3D191%26pc0%3D191%26ld0%3D191%26t0%3D1775666647920%26sc1%3DLoadStyledComponents%26bb1%3D191%26be1%3D198%26pc1%3D198%26ld1%3D198%26t1%3D1775666647927%26sc2%3DLoadFonts%26bb2%3D199%26be2%3D305%26pc2%3D305%26ld2%3D305%26t2%3D1775666648034%26sc3%3DLoadIcons%26bb3%3D202%26be3%3D202%26pc3%3D202%26ld3%3D202%26t3%3D1775666647931%26sc4%3DimdbHeader%26bb4%3D216%26be4%3D228%26pc4%3D228%26ld4%3D228%26t4%3D1775666647957%26sc5%3DLoadFooterJS%26bb5%3D239%26be5%3D240%26pc5%3D240%26ld5%3D240%26t5%3D1775666647969%26sc6%3DcsmCELLSframework%26bb6%3D250%26pc6%3D250%26ld6%3D250%26t6%3D1775666647979%26sc7%3DcsmCELLSpdm%26bb7%3D250%26pc7%3D278%26ld7%3D278%26t7%3D1775666648007%26sc8%3DcsmCELLSvpm%26bb8%3D278%26pc8%3D278%26ld8%3D278%26t8%3D1775666648007%26sc9%3DcsmCELLSfem%26bb9%3D278%26pc9%3D278%26ld9%3D278%26t9%3D1775666648007%26sc10%3DadSlotMount%26bb10%3D825%26pc10%3D825%26ld10%3D825%26t10%3D1775666648554%26sc11%3DMountReactJS%26pc11%3D854%26ld11%3D854%26t11%3D1775666648583%26ctb%3D1:866-92,200,349,297,355,444,1120,262,2110,50.000%,.66685,0.15,1.06
imdb/?operationName=NavBarFlyoutCTA&variables=%7B%22isLoggedIn%22%3Afalse%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%222a375844cd5537a920b43e49cdc95896542dc46aa8429e66b407bbe8a749b9c0%22%2C%22version%22%3A1%7D%7D-96,200,63,40,97,267,344,13,774,5.500%,.66747,0.46,0.56
imdb/_next/static/chunks/4336.fa72779b0619cff8.js-103,200,68,50,101,311,351,14,406,4.500%,.66751,0.55,0.29
imdb/?operationName=YourExports&variables=%7B%22first%22%3A2%2C%22locale%22%3A%22en-US%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%225470e249d72b3078b1ec2c2adc0a4a74ecd822e3333d22182fc71fb78588dcb6%22%2C%22version%22%3A1%7D%7D-102,200,68,40,95,322,414,13,715,5.000%,.66750,0.46,0.57
imdb/?operationName=RVI_Items&variables=%7B%22count%22%3A15%2C%22locale%22%3A%22en-US%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2232eda43bfa1053f69036b945638fc4a0ae6cc4a2429de224b3185f8b0e37717b%22%2C%22version%22%3A1%7D%7D-101,200,60,42,84,121,400,11,896,3.500%,.66746,0.46,0.57
imdb/_next/static/chunks/4149.60f2da6904611b6d.js-100,200,103,68,193,305,539,21,927,9.500%,.66740,16.70,0.29
imdb/images/I/215h87l68bL.js-99,200,399,203,1153,1331,1736,51,5013,42.000%,.66710,2.59,0.27
imdb/s/iu3-104,200,1074,844,1853,2131,3727,717,6419,50.000%,.66636,1.05,1.05
imdb/-98,200,673,785,898,1066,1155,272,1314,50.000%,.66671,0.84,0.91
imdb/-105,200,629,779,867,956,1114,261,1310,50.000%,.66717,0.77,0.70
imdb/-106,200,660,801,883,964,1146,264,1605,50.000%,.66608,0.88,0.70
imdb/-107,200,609,468,900,944,1106,258,1306,50.000%,.66510,0.63,0.70
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VS3MT0Y90Y3504QE246P$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DVS3MT0Y90Y3504QE246P%26ctb%3D1%26m%3D1%26sc%3DVS3MT0Y90Y3504QE246P%26pc%3D1058%26at%3D1058%26t%3D1775666648787%26pty%3Dlist%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26ui%3D3%26lob%3D6:1059-95,200,345,303,383,577,1087,263,1163,50.000%,.66525,0.15,0.53
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VS3MT0Y90Y3504QE246P$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DVS3MT0Y90Y3504QE246P%26ctb%3D1%26m%3D1%26sc%3DVS3MT0Y90Y3504QE246P%26pc%3D1672%26at%3D1673%26t%3D1775666649402%26csmtags%3Dcsm-feature-touch-enabled%3Afalse%26pty%3Dlist%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:1673-97,200,360,300,390,706,1067,265,3703,50.000%,.66527,0.15,0.55
imdb/1/events/com.amazon.csm.customsg.prod-109,200,351,294,381,590,998,249,4325,50.000%,.66517,0.38,0.65
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-114,200,1161,876,2198,2457,4035,732,5050,50.000%,.66423,0.38,0.76
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-113,200,353,291,362,1032,1162,242,3011,50.000%,.66585,0.38,0.77
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-112,200,337,289,366,570,1334,246,1851,50.000%,.66592,0.38,0.76
imdb/1/batch/1/OE/-108,200,340,298,359,522,1039,263,1525,50.000%,.66585,0.20,0.43
imdb/1/events/com.amazon.csm.csa.prod-110,200,393,304,422,904,1244,250,5557,50.000%,.66585,0.38,28.57
imdb/title/tt10970762/-111,200,356,317,429,649,872,268,1067,50.000%,.66594,1.82,0.36
"imdb/images/M/MV5BZWZjZDk3YWMtY2UxNy00YTk0LTllMDgtM2I1OWRmMGYyOTBmXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_QL75_UX1000_CR0,0,1000,563_.jpg-116",200,128,73,288,398,548,20,2002,18.000%,.66661,13.85,0.40
imdb/images/M/MV5BNmIzOTczNGYtZTM1ZS00MDU4LTg0ODgtMTU1YTljMDFlZjFkXkEyXkFqcGc@._V1_QL75_UX660_.jpg-117,200,89,58,157,295,505,17,518,7.500%,.66668,7.87,0.37
imdb/images/M/MV5BZmMxMTQ3NzMtY2E2ZS00ZTA5LTk3YzAtOTU1NTkyNDFmMzVhXkEyXkFqcGc@._V1_QL75_UX660_.jpg-120,200,99,71,197,282,523,17,769,12.000%,.66685,10.91,0.37
imdb/images/M/MV5BMTVkNTAxNmYtNjc2MC00MDY3LThlN2QtM2NmZTE1OWNjYjRiXkEyXkFqcGc@._V1_QL75_UX660_.jpg-118,200,121,65,235,410,747,16,913,16.000%,.66741,13.32,0.37
imdb/images/M/MV5BZjdlYTJiMTctYTA2Zi00NGE1LWFmZGItM2M3MGM4ZTY4ZmNlXkEyXkFqcGc@._V1_QL75_UX660_.jpg-119,200,175,89,379,564,1256,24,1565,23.000%,.66736,29.45,0.37
"imdb/images/M/MV5BMjZhODhiYmEtNTg0ZS00Mjc0LTk0NTYtMGEwMGFlNjFkZGM0XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg-121",200,172,88,333,562,1439,22,2294,19.500%,.66741,26.88,0.38
